"Statistic Label","CensusYear","Sex","Single Year of Age","Administrative Counties","UNIT","VALUE"
"Population","2022","Both sexes","12 years","Westmeath County Council","Number","1466"
"Population","2022","Both sexes","12 years","Wexford County Council","Number","2443"
"Population","2022","Both sexes","12 years","Wicklow County Council","Number","2525"
"Population","2022","Both sexes","12 years","Clare County Council","Number","1983"
"Population","2022","Both sexes","12 years","Cork City Council","Number","2690"
"Population","2022","Both sexes","12 years","Cork County Council","Number","5901"
"Population","2022","Both sexes","12 years","Kerry County Council","Number","2255"
"Population","2022","Both sexes","12 years","Limerick City & County Council","Number","2883"
"Population","2022","Both sexes","12 years","Tipperary County Council","Number","2571"
"Population","2022","Both sexes","12 years","Waterford City & County Council","Number","1933"
"Population","2022","Both sexes","12 years","Galway City Council","Number","881"
"Population","2022","Both sexes","12 years","Galway County Council","Number","2943"
"Population","2022","Both sexes","12 years","Leitrim County Council","Number","532"
"Population","2022","Both sexes","12 years","Mayo  County Council","Number","1962"
"Population","2022","Both sexes","12 years","Roscommon County Council","Number","1047"
"Population","2022","Both sexes","12 years","Sligo County Council","Number","1027"
"Population","2022","Both sexes","12 years","Cavan County Council","Number","1317"
"Population","2022","Both sexes","12 years","Donegal County Council","Number","2624"
"Population","2022","Both sexes","12 years","Monaghan County Council","Number","1057"
"Population","2022","Both sexes","13 years","Ireland","Number","75256"
"Population","2022","Both sexes","13 years","Carlow County Council","Number","943"
"Population","2022","Both sexes","13 years","Dublin City Council","Number","6039"
"Population","2022","Both sexes","13 years","Dún Laoghaire Rathdown County Council","Number","2976"
"Population","2022","Both sexes","13 years","Fingal County Council","Number","5485"
"Population","2022","Both sexes","13 years","South Dublin County Council","Number","4677"
"Population","2022","Both sexes","13 years","Kildare County Council","Number","3967"
"Population","2022","Both sexes","13 years","Kilkenny County Council","Number","1612"
"Population","2022","Both sexes","13 years","Laois County Council","Number","1533"
"Population","2022","Both sexes","13 years","Longford County Council","Number","763"
"Population","2022","Both sexes","13 years","Louth County Council","Number","2303"
"Population","2022","Both sexes","13 years","Meath County Council","Number","3785"
"Population","2022","Both sexes","13 years","Offaly County Council","Number","1356"
"Population","2022","Both sexes","13 years","Westmeath County Council","Number","1426"
"Population","2022","Both sexes","13 years","Wexford County Council","Number","2621"
"Population","2022","Both sexes","13 years","Wicklow County Council","Number","2447"
"Population","2022","Both sexes","13 years","Clare County Council","Number","1874"
"Population","2022","Both sexes","13 years","Cork City Council","Number","2594"
"Population","2022","Both sexes","13 years","Cork County Council","Number","5833"
"Population","2022","Both sexes","13 years","Kerry County Council","Number","2194"
"Population","2022","Both sexes","13 years","Limerick City & County Council","Number","2951"
"Population","2022","Both sexes","13 years","Tipperary County Council","Number","2502"
"Population","2022","Both sexes","13 years","Waterford City & County Council","Number","1927"
"Population","2022","Both sexes","13 years","Galway City Council","Number","979"
"Population","2022","Both sexes","13 years","Galway County Council","Number","3039"
"Population","2022","Both sexes","13 years","Leitrim County Council","Number","497"
"Population","2022","Both sexes","13 years","Mayo  County Council","Number","1888"
"Population","2022","Both sexes","13 years","Roscommon County Council","Number","1037"
"Population","2022","Both sexes","13 years","Sligo County Council","Number","983"
"Population","2022","Both sexes","13 years","Cavan County Council","Number","1343"
"Population","2022","Both sexes","13 years","Donegal County Council","Number","2632"
"Population","2022","Both sexes","13 years","Monaghan County Council","Number","1050"
"Population","2022","Both sexes","14 years","Ireland","Number","73432"
"Population","2022","Both sexes","14 years","Carlow County Council","Number","951"
"Population","2022","Both sexes","14 years","Dublin City Council","Number","5748"
"Population","2022","Both sexes","14 years","Dún Laoghaire Rathdown County Council","Number","2917"
"Population","2022","Both sexes","14 years","Fingal County Council","Number","5298"
"Population","2022","Both sexes","14 years","South Dublin County Council","Number","4581"
"Population","2022","Both sexes","14 years","Kildare County Council","Number","3944"
"Population","2022","Both sexes","14 years","Kilkenny County Council","Number","1547"
"Population","2022","Both sexes","14 years","Laois County Council","Number","1553"
"Population","2022","Both sexes","14 years","Longford County Council","Number","724"
"Population","2022","Both sexes","14 years","Louth County Council","Number","2161"
"Population","2022","Both sexes","14 years","Meath County Council","Number","3694"
"Population","2022","Both sexes","14 years","Offaly County Council","Number","1276"
"Population","2022","Both sexes","14 years","Westmeath County Council","Number","1422"
"Population","2022","Both sexes","14 years","Wexford County Council","Number","2413"
"Population","2022","Both sexes","14 years","Wicklow County Council","Number","2484"
"Population","2022","Both sexes","14 years","Clare County Council","Number","1848"
"Population","2022","Both sexes","14 years","Cork City Council","Number","2541"
"Population","2022","Both sexes","14 years","Cork County Council","Number","5634"
"Population","2022","Both sexes","14 years","Kerry County Council","Number","2200"
"Population","2022","Both sexes","14 years","Limerick City & County Council","Number","2898"
"Population","2022","Both sexes","14 years","Tipperary County Council","Number","2522"
"Population","2022","Both sexes","14 years","Waterford City & County Council","Number","1856"
"Population","2022","Both sexes","14 years","Galway City Council","Number","881"
"Population","2022","Both sexes","14 years","Galway County Council","Number","3044"
"Population","2022","Both sexes","14 years","Leitrim County Council","Number","495"
"Population","2022","Both sexes","14 years","Mayo  County Council","Number","1916"
"Population","2022","Both sexes","14 years","Roscommon County Council","Number","996"
"Population","2022","Both sexes","14 years","Sligo County Council","Number","992"
"Population","2022","Both sexes","14 years","Cavan County Council","Number","1262"
"Population","2022","Both sexes","14 years","Donegal County Council","Number","2610"
"Population","2022","Both sexes","14 years","Monaghan County Council","Number","1024"
"Population","2022","Both sexes","15 years","Ireland","Number","70440"
"Population","2022","Both sexes","15 years","Carlow County Council","Number","843"
"Population","2022","Both sexes","15 years","Dublin City Council","Number","5442"
"Population","2022","Both sexes","15 years","Dún Laoghaire Rathdown County Council","Number","2775"
"Population","2022","Both sexes","15 years","Fingal County Council","Number","4948"
"Population","2022","Both sexes","15 years","South Dublin County Council","Number","4273"
"Population","2022","Both sexes","15 years","Kildare County Council","Number","3750"
"Population","2022","Both sexes","15 years","Kilkenny County Council","Number","1588"
"Population","2022","Both sexes","15 years","Laois County Council","Number","1474"
"Population","2022","Both sexes","15 years","Longford County Council","Number","742"
"Population","2022","Both sexes","15 years","Louth County Council","Number","2140"
"Population","2022","Both sexes","15 years","Meath County Council","Number","3500"
"Population","2022","Both sexes","15 years","Offaly County Council","Number","1252"
"Population","2022","Both sexes","15 years","Westmeath County Council","Number","1362"
"Population","2022","Both sexes","15 years","Wexford County Council","Number","2361"
"Population","2022","Both sexes","15 years","Wicklow County Council","Number","2320"
"Population","2022","Both sexes","15 years","Clare County Council","Number","1888"
"Population","2022","Both sexes","15 years","Cork City Council","Number","2551"
"Population","2022","Both sexes","15 years","Cork County Council","Number","5424"
"Population","2022","Both sexes","15 years","Kerry County Council","Number","2128"
